feature_ks_count_sequence_squared_vowels,feature_ks_count_sequence_squared_consonants,feature_ks_count_sequence_squared_special_characters,feature_ks_average_of_char_count_squared,feature_ks_shannon_entropy
15.03125,30.0,30.0,30.0,4.779780045430954
