feature_ks_count_sequence_squared_vowels,feature_ks_count_sequence_squared_consonants,feature_ks_count_sequence_squared_special_characters,feature_ks_average_of_char_count_squared,feature_ks_shannon_entropy,feature_ks_repeated_bigram_ratio,feature_ks_unique_char_ratio
15.03125,30.0,30.0,30.0,4.680689288944333,1.9491525423728815,2.0
